Region,Year,mean_ndvi,mean_bsi,mean_ndwi,Area_Name,Final_Label,Area_Trend,Risk_Factor,Area_Risk_Trend
8,2022.0,-0.19480064334637553,-0.01873043978928739,0.47947673656092166,Nasuulu Community Wildlife Conservancy,1,Overall Stable,0.6930078196965845,Stable
8,2023.0,-0.43038590006330457,0.10027289637877855,0.6159057329005155,Nasuulu Community Wildlife Conservancy,1,Overall Stable,1.1465645293425988,Stable
8,2024.0,0.20861673744530956,-0.6430788167047867,0.15531253324879307,Nasuulu Community Wildlife Conservancy,1,Overall Stable,1.0070080873988894,Stable
8,2025.0,0.22631256348928047,-0.5293231828062223,0.1230723325252845,Nasuulu Community Wildlife Conservancy,1,Overall Stable,0.8787080788207873,Stable
61,2019.0,-0.3640310676388514,1.3013556817336767,-0.3126110602365547,Kenya Lake System in the Great Rift Valley,0,Overall Stable,1.9779978096090827,Stable
61,2020.0,-0.08051498473521525,1.2330482758980839,-0.5971421102670231,Kenya Lake System in the Great Rift Valley,0,Overall Stable,1.9107053709003223,Stable
61,2021.0,-0.1793830505988622,1.0870424570246542,-0.49873781170470516,Kenya Lake System in the Great Rift Valley,0,Overall Stable,1.7651633193282217,Stable
61,2022.0,-0.9302082909003363,0.8503784307885313,0.7655690593131307,Kenya Lake System in the Great Rift Valley,1,Overall Stable,2.5461557810019984,Stable
61,2023.0,-1.0723600303806917,0.9195856073612958,0.8005118140274567,Kenya Lake System in the Great Rift Valley,1,Overall Stable,2.7924574517694443,Stable
61,2024.0,-0.007245467240579331,-0.3107083979920186,0.16743745174018418,Kenya Lake System in the Great Rift Valley,1,Overall Stable,0.48539131697278215,Stable
61,2025.0,-0.6734967022874055,0.46452785924143286,0.6622562937231967,Kenya Lake System in the Great Rift Valley,1,Overall Stable,1.8002808552520353,Stable
60,2019.0,-0.07032589796752252,1.0101093234004972,-0.3716091247524071,Naboisho,0,Overall Stable,1.4520443461204269,Stable
60,2020.0,0.3354615076011429,0.5075862989118521,-0.7042020803896776,Naboisho,0,Overall Stable,1.5472498869026725,Stable
60,2021.0,-0.25518442661204876,0.9670760263390975,-0.2227185458923955,Naboisho,0,Overall Stable,1.4449789988435418,Stable
60,2022.0,-0.7325919614729667,0.7066263845505829,0.6517700621524101,Naboisho,1,Overall Stable,2.09098840817596,Stable
60,2023.0,-0.7801137348466927,0.46255046129299204,0.7067448219015016,Naboisho,1,Overall Stable,1.9494090180411863,Stable
60,2024.0,-0.2740727526931824,-0.11164184697576601,0.34006995139673374,Naboisho,1,Overall Stable,0.7257845510656822,Stable
60,2025.0,0.018717606890734807,-0.26825330381893664,0.20353896819645492,Naboisho,1,Overall Stable,0.4905098789061264,Stable
58,2019.0,0.17870604052508643,0.32093958796689853,-0.47597978673572394,Ol Chorro Oiroua,0,Overall Stable,0.9756254152277088,Stable
58,2020.0,-0.19312735320229568,0.8430701602729176,-0.3978801877569789,Ol Chorro Oiroua,0,Overall Stable,1.4340777012321921,Stable
58,2021.0,-0.28287101962749445,0.6375139717286288,-0.15560045317748017,Ol Chorro Oiroua,0,Overall Stable,1.0759854445336035,Stable
58,2022.0,-0.5970049677043583,-0.005004712046537371,0.656240958839844,Ol Chorro Oiroua,1,Overall Stable,1.2582506385907397,Stable
58,2023.0,-0.9424787592881027,0.2901450709544969,0.8862219789963863,Ol Chorro Oiroua,1,Overall Stable,2.118845809238986,Stable
58,2024.0,-0.42074500539044957,-0.0724418563810914,0.47707741251077607,Ol Chorro Oiroua,1,Overall Stable,0.9702642742823171,Stable
58,2025.0,-0.16392422120722613,-0.3665341971595352,0.3050130245050914,Ol Chorro Oiroua,1,Overall Stable,0.8354714428718527,Stable
54,2019.0,0.169606303901929,1.0522713862664987,-0.6553628871680481,Ol Pejeta,0,Overall Stable,1.877240577336476,Stable
54,2020.0,1.5311554328127828,-0.5339166923018956,-1.5005034304670042,Ol Pejeta,2,Overall Stable,3.565575555581683,Stable
54,2021.0,0.7967584394946832,0.4248074109834468,-1.0358793962358115,Ol Pejeta,0,Overall Stable,2.2574452467139414,Stable
54,2022.0,-0.24443212157178987,0.5233542575003783,0.1731152834106836,Ol Pejeta,1,Overall Stable,0.9409016624828518,Stable
54,2023.0,-0.639890244173161,0.7623392289132953,0.47111543936403755,Ol Pejeta,1,Overall Stable,1.873344912450494,Stable
54,2024.0,0.46635310878437175,-0.5798404638975395,-0.27415351855695375,Ol Pejeta,2,Overall Stable,1.320347091238865,Stable
54,2025.0,0.16552730059606258,-0.18670504413242048,-0.09045226671600921,Ol Pejeta,1,Overall Stable,0.4426846114444923,Stable
59,2019.0,-0.4866747744278061,1.223414416452121,-0.13624092169929644,Ol Kinyei,0,Overall Loss,1.8463301125792235,Severe Risk Loss
59,2020.0,-0.5746243428890211,1.4236055218361188,-0.17330726879579983,Ol Kinyei,0,Overall Loss,2.1715371335209395,Severe Risk Loss
59,2021.0,-0.6004510382742817,1.2071820819587462,-0.08033873442462382,Ol Kinyei,0,Overall Loss,1.8879718546576518,Severe Risk Loss
59,2022.0,-0.8296179449553552,0.40236532232450506,0.7399957289326999,Ol Kinyei,1,Overall Loss,1.9719789962125602,Severe Risk Loss
59,2023.0,-1.103314658449717,0.6639777736581128,0.9120700075829778,Ol Kinyei,1,Overall Loss,2.6793624396908076,Severe Risk Loss
59,2024.0,-0.6524803026009142,0.19469662144195665,0.6535131094369442,Ol Kinyei,1,Overall Loss,1.500690033479815,Severe Risk Loss
59,2025.0,-0.7097251064265587,0.3148060138439846,0.6686748556341171,Ol Kinyei,1,Overall Loss,1.6932059759046605,Severe Risk Loss
55,2019.0,0.7901283188297958,0.6347432335606421,-0.9204751958698794,Mugie,0,Overall Gain,2.345346748260317,High Risk Gain
55,2020.0,1.7559222023018317,-0.6979693191691073,-1.5362699047943642,Mugie,2,Overall Gain,3.990161426265303,High Risk Gain
55,2021.0,1.2053290690131853,0.03702866691887642,-1.165359936203279,Mugie,2,Overall Gain,2.4077176721353406,High Risk Gain
55,2022.0,0.18882943473858807,-0.17009658458075433,-0.005678533380539383,Mugie,1,Overall Gain,0.3646045526998818,Moderate Risk Gain
55,2023.0,0.22034848662275652,-0.15844398179611335,0.037709723033032556,Mugie,1,Overall Gain,0.4165021914519024,Moderate Risk Gain
55,2024.0,0.32298732108578687,-0.5374635269811985,-0.02993838389666787,Mugie,1,Overall Gain,0.8903892319636533,Moderate Risk Gain
55,2025.0,0.5984735362966015,-0.684102819777443,-0.2523932613770596,Mugie,2,Overall Gain,1.5349696174511043,High Risk Gain
57,2019.0,-0.5971637452185268,0.7747911180541724,-0.21009834773029124,Olare Orok,0,Overall Loss,1.5820532110029903,Severe Risk Loss
57,2020.0,-0.6269180246513536,1.086315865055628,-0.2658923611959181,Olare Orok,0,Overall Loss,1.9791262509028997,Severe Risk Loss
57,2021.0,-0.780376898257278,0.9069240246738964,-0.08897756273641882,Olare Orok,0,Overall Loss,1.7762784856675933,Severe Risk Loss
57,2022.0,-0.8938386234887798,0.06189309817615475,0.8000437330186333,Olare Orok,1,Overall Loss,1.755775454683568,Severe Risk Loss
57,2023.0,-1.2100798964877444,0.32373959848028633,0.9432795572923925,Olare Orok,1,Overall Loss,2.4770990522604235,Severe Risk Loss
57,2024.0,-0.6471322940665303,-0.11066420216889349,0.6321108313037654,Olare Orok,1,Overall Loss,1.389907327539189,Moderate Risk Loss
57,2025.0,-0.5325327399189571,-0.19821519783757965,0.4922983094128225,Olare Orok,1,Overall Loss,1.2230462471693593,Moderate Risk Loss
69,2019.0,-0.3300223617608644,1.3609799436906245,-0.4287959996013881,Bisandi,0,Overall Stable,2.119798305052877,Stable
69,2020.0,0.3042569421818473,0.7435912303465253,-0.7666774346080708,Bisandi,0,Overall Stable,1.8145256071364435,Stable
69,2021.0,-0.517318838213346,1.5414460508826138,-0.2466348323692504,Bisandi,0,Overall Stable,2.3053997214652098,Stable
69,2022.0,-1.0138963130409142,1.0734420601544512,0.6461515751789928,Bisandi,1,Overall Stable,2.733489948374358,Stable
69,2023.0,-0.9641116282203781,0.9943250367998607,0.569937984869657,Bisandi,1,Overall Stable,2.5283746498898956,Stable
69,2024.0,-0.20132616055394215,0.08515639385427258,0.20197481824007416,Bisandi,1,Overall Stable,0.4884573726482889,Stable
69,2025.0,-0.6662816138341154,0.5140648084250771,0.47872488123179685,Bisandi,1,Overall Stable,1.6590713034909894,Stable
63,2019.0,-0.5510445367768603,0.8187225455501019,-0.46448588675194435,Mount Kenya National Park/Natural Forest,0,Overall Loss,1.8342529690789064,Severe Risk Loss
63,2020.0,-0.7043293825005937,1.0922338821469493,-0.4324544728780838,Mount Kenya National Park/Natural Forest,0,Overall Loss,2.2290177375256266,Severe Risk Loss
63,2021.0,-0.7339711267467213,0.7723134863308003,-0.4450554660396514,Mount Kenya National Park/Natural Forest,0,Overall Loss,1.9513400791171729,Severe Risk Loss
63,2022.0,-0.8757211352120249,0.03328856429163327,0.6924134468443806,Mount Kenya National Park/Natural Forest,1,Overall Loss,1.6014231463480386,Severe Risk Loss
63,2023.0,-1.2399533635135593,0.3305525449266986,0.8868062833933973,Mount Kenya National Park/Natural Forest,1,Overall Loss,2.457312191833655,Severe Risk Loss
63,2024.0,-0.8018300668756325,-0.10820293331513514,0.6828547159271064,Mount Kenya National Park/Natural Forest,1,Overall Loss,1.592887716117874,Severe Risk Loss
63,2025.0,-0.8180360881710218,-0.0014841252741377977,0.6447079550323225,Mount Kenya National Park/Natural Forest,1,Overall Loss,1.464228168477482,Moderate Risk Loss
67,2019.0,0.7912460614528765,0.6923439276283725,-0.8971538922965357,Arabuko Sokoke,0,Overall Gain,2.380743881377785,High Risk Gain
67,2020.0,1.7611244438467002,-0.7707997596840479,-1.5720188650719047,Arabuko Sokoke,2,Overall Gain,4.103943068602653,High Risk Gain
67,2021.0,1.2762700811593752,-0.08977978012803622,-1.2045277931834542,Arabuko Sokoke,2,Overall Gain,2.5705776544708656,High Risk Gain
67,2022.0,0.1488706455763425,-0.10592316487784921,0.0325372564842111,Arabuko Sokoke,1,Overall Gain,0.2873310669384028,Moderate Risk Gain
67,2023.0,0.1733301417271021,-0.09270511434590269,0.07526790132920046,Arabuko Sokoke,1,Overall Gain,0.34130315740220524,Moderate Risk Gain
67,2024.0,0.28955233807447084,-0.5067608745065008,-0.0041778366785104725,Arabuko Sokoke,1,Overall Gain,0.800491049259482,Moderate Risk Gain
67,2025.0,0.4854967457993849,-0.5498844416079438,-0.16108895348162988,Arabuko Sokoke,2,Overall Gain,1.1964701408889584,Moderate Risk Gain
68,2019.0,1.2365863565800277,0.11167287673367063,-1.1943556473045587,Arawale,2,Overall Gain,2.542614880618257,High Risk Gain
68,2020.0,1.9402829367637575,-1.035676006035276,-1.6645421564328962,Arawale,2,Overall Gain,4.64050109923193,High Risk Gain
68,2021.0,1.4150704974501247,-0.35186893371710726,-1.271082671154732,Arawale,2,Overall Gain,3.038022102321964,High Risk Gain
68,2022.0,0.22106818883814083,-0.3338621225471104,0.015796354896573647,Arawale,1,Overall Gain,0.5707266662818249,Moderate Risk Gain
68,2023.0,0.2139633476281912,-0.28253997456130703,0.05867773335560271,Arawale,1,Overall Gain,0.5551810555451009,Moderate Risk Gain
68,2024.0,0.32615414784178226,-0.7258898465267994,-0.01014218042715026,Arawale,2,Overall Gain,1.062186174795732,Moderate Risk Gain
68,2025.0,0.5482882590427277,-0.748412390076309,-0.17344820367171826,Arawale,2,Overall Gain,1.470148852790755,Moderate Risk Gain
62,2019.0,-0.5348781569188571,0.7671887557159776,-0.11085583412139673,Lake Turkana National Parks,0,Overall Loss,1.4129227467562315,Moderate Risk Loss
62,2020.0,-0.7538696110060724,1.0663691743130195,-0.04889292052295385,Lake Turkana National Parks,0,Overall Loss,1.8691317058420456,Severe Risk Loss
62,2021.0,-0.8116676912805983,0.8870344763433058,0.12279345327294065,Lake Turkana National Parks,0,Overall Loss,1.8214956208968447,Severe Risk Loss
62,2022.0,-0.9274227336069759,0.07588401653277133,0.9130386654061061,Lake Turkana National Parks,1,Overall Loss,1.9163454155458535,Severe Risk Loss
62,2023.0,-1.224328771566624,0.23980951464590072,1.1226447446067762,Lake Turkana National Parks,1,Overall Loss,2.586783030819301,Severe Risk Loss
62,2024.0,-0.9121836708585872,0.21153375700573737,0.8525602611658375,Lake Turkana National Parks,1,Overall Loss,1.9762776890301619,Severe Risk Loss
62,2025.0,-0.7287943673154761,-0.10695757731187466,0.7509348415507457,Lake Turkana National Parks,1,Overall Loss,1.5866867861780964,Severe Risk Loss
56,2019.0,-0.5899509137864426,0.7221582220779157,-0.293336951333465,Mara North,0,Overall Loss,1.6054460871978233,Severe Risk Loss
56,2020.0,-0.7567210132146515,1.0929139901791554,-0.2472293171895902,Mara North,0,Overall Loss,2.096864320583397,Severe Risk Loss
56,2021.0,-0.7680537366146192,0.8375174561190964,-0.20056986461800164,Mara North,0,Overall Loss,1.8061410573517171,Severe Risk Loss
56,2022.0,-0.9652323546257775,0.03347485527386929,0.849709973153334,Mara North,1,Overall Loss,1.8484171830529808,Severe Risk Loss
56,2023.0,-1.2345813511810573,0.31301312053419955,0.9872422778021772,Mara North,1,Overall Loss,2.534836749517434,Severe Risk Loss
56,2024.0,-0.7504360082391883,-0.12446014165404355,0.7214418956031693,Mara North,1,Overall Loss,1.5963380454964011,Severe Risk Loss
56,2025.0,-0.86375391730762,0.014233760142656673,0.7453585422354811,Mara North,1,Overall Loss,1.6233462196857578,Severe Risk Loss
53,2019.0,-0.5305168686971276,-0.38700350997186744,1.5454713450816175,Loisaba Wilderness,1,Overall Stable,2.4629917237506125,Stable
53,2020.0,-0.11500872471935226,-1.1223688400890561,1.3493681819700507,Loisaba Wilderness,1,Overall Stable,2.586745746778459,Stable
53,2021.0,-0.2827490375733757,-0.678841514295793,1.3426695265081015,Loisaba Wilderness,1,Overall Stable,2.30426007837727,Stable
53,2022.0,-0.4143512815680341,-0.8696599392773442,1.1123636058519948,Loisaba Wilderness,1,Overall Stable,2.396374826697373,Stable
53,2023.0,-0.6419766039679073,-0.6077026821051881,1.2934309696669348,Loisaba Wilderness,1,Overall Stable,2.5431102557400305,Stable
53,2024.0,-0.5255546506623351,-0.8067896134779549,1.2448556965834128,Loisaba Wilderness,1,Overall Stable,2.5771999607237026,Stable
53,2025.0,-0.6811259645144319,-0.5503951853425438,1.2897539545061947,Loisaba Wilderness,1,Overall Stable,2.5212751043631703,Stable
52,2019.0,-0.6802204165731423,-1.7060230511415695,2.3237268872872985,Lemek,1,Overall Loss,4.70997035500201,Severe Risk Loss
52,2020.0,0.17595700301925576,-3.0013837116819237,1.4398638679933151,Lemek,2,Overall Loss,4.6172045826944945,Severe Risk Loss
52,2021.0,-1.290337262332649,-1.3322752311883126,2.8350180731320336,Lemek,1,Overall Loss,5.457630566652995,Severe Risk Loss
52,2022.0,-1.3103221097354618,-0.8799667482092067,2.4216289996802103,Lemek,1,Overall Loss,4.611917857624879,Severe Risk Loss
52,2023.0,-0.9994473989938979,-1.134575769046286,1.8976153910820674,Lemek,1,Overall Loss,4.031638559122252,Severe Risk Loss
52,2024.0,-1.0342700116333974,-1.1076654210472923,1.9873238073462276,Lemek,1,Overall Loss,4.129259240026917,Severe Risk Loss
52,2025.0,-1.2050326556851845,-0.899242438918471,2.370318101961788,Lemek,1,Overall Loss,4.4745931965654435,Severe Risk Loss
6,2019.0,0.4837579608222605,0.47247729087237555,-0.5324369666214286,Leparua Community Conservancy,0,Overall Stable,1.4886722183160646,Stable
6,2020.0,1.6241785247351412,-0.8892449009071438,-1.278748298034976,Leparua Community Conservancy,2,Overall Stable,3.792171723677261,Stable
6,2021.0,0.9235313358928603,0.04683906488066065,-0.7926279713826986,Leparua Community Conservancy,2,Overall Stable,1.7629983721562197,Stable
6,2022.0,-0.17593939594832328,0.10572272013309043,0.44870834297849005,Leparua Community Conservancy,1,Overall Stable,0.7303704590599038,Stable
6,2023.0,-0.4193865244142622,0.157629069447105,0.5985182476300587,Leparua Community Conservancy,1,Overall Stable,1.175533841491426,Stable
6,2024.0,0.20496438964820798,-0.614579758252181,0.16680222743874185,Leparua Community Conservancy,1,Overall Stable,0.9863463753391308,Stable
6,2025.0,0.06895828089166214,-0.31390421804066243,0.25151187185160917,Leparua Community Conservancy,1,Overall Stable,0.6343743707839338,Stable
44,2019.0,2.4206268106021267,-1.9726581795308957,-2.031050694586722,Elerai,2,Overall Gain,6.424335684719744,High Risk Gain
44,2020.0,2.987578493543825,-2.929100442351051,-2.4907981611688506,Elerai,2,Overall Gain,8.407477097063726,High Risk Gain
44,2021.0,2.3511916001054893,-1.6586668882032516,-2.025097123040787,Elerai,2,Overall Gain,6.0349556113495275,High Risk Gain
44,2022.0,0.950969028733836,-1.4174832889090603,-0.5544202737060226,Elerai,2,Overall Gain,2.922872591348919,High Risk Gain
44,2023.0,1.265777528791885,-1.8306515232273373,-0.8209792765935028,Elerai,2,Overall Gain,3.917408328612725,High Risk Gain
44,2024.0,1.1035572071594804,-1.6741927153770906,-0.6607697178423065,Elerai,2,Overall Gain,3.4385196403788774,High Risk Gain
48,2019.0,-0.6711512357580007,1.8179371834815534,-0.4070930559436162,Lewa Wildlife Conservancy,0,Overall Loss,2.89618147518317,Severe Risk Loss
48,2020.0,-0.14523884147118,1.1870519744354688,-0.6691876775046357,Lewa Wildlife Conservancy,0,Overall Loss,2.001478493411285,Severe Risk Loss
48,2021.0,-0.5750873948105387,1.646751007718955,-0.32869718858618935,Lewa Wildlife Conservancy,0,Overall Loss,2.550535591115683,Severe Risk Loss
48,2022.0,-0.8504985809781446,0.783154136623678,0.5896361031939256,Lewa Wildlife Conservancy,1,Overall Loss,2.223288820795748,Severe Risk Loss
48,2023.0,-0.9901694841759127,0.9618269953038072,0.640639299629793,Lewa Wildlife Conservancy,1,Overall Loss,2.592635779109513,Severe Risk Loss
48,2024.0,-0.49889295884361823,0.4011255215272102,0.43913177151002036,Lewa Wildlife Conservancy,1,Overall Loss,1.3391502518808487,Moderate Risk Loss
48,2025.0,-0.036730195322228286,-0.1796127104540376,0.17025614779892262,Lewa Wildlife Conservancy,1,Overall Loss,0.38659905357518853,Moderate Risk Loss
45,2019.0,-0.12930734873576563,1.053838484587985,-0.22891836260783074,Shompole,0,Overall Stable,1.4120641959315814,Stable
45,2020.0,1.0367216688602143,-0.13374766189095752,-0.9000920443998235,Shompole,2,Overall Stable,2.0705613751509953,Stable
45,2021.0,-0.19485554679337536,1.1539454593588,-0.25713924086791995,Shompole,0,Overall Stable,1.6059402470200954,Stable
45,2022.0,-0.8128393327057553,0.49055011993490605,0.8327930562661335,Shompole,1,Overall Stable,2.1361825089067947,Stable
45,2023.0,-0.9864273120514888,0.6276864960261633,0.9282633491331478,Shompole,1,Overall Stable,2.5423771572108,Stable
45,2024.0,-0.18354511432273807,-0.18370138697685423,0.39380018431736724,Shompole,1,Overall Stable,0.7610466856169595,Stable
45,2025.0,-0.8523162269141286,0.49038801294221673,0.7793125772848527,Shompole,1,Overall Stable,2.122016817141198,Stable
46,2019.0,-0.023341283288002976,0.386797069694437,-0.11600528725296548,Makurian (Oreteti),0,Overall Stable,0.5261436402354055,Stable
46,2020.0,1.376050129388529,-0.8672890054023209,-1.1882611910049425,Makurian (Oreteti),2,Overall Stable,3.4316003257957925,Stable
46,2021.0,0.24273273055298028,0.4588518909199607,-0.4794119687285046,Makurian (Oreteti),0,Overall Stable,1.1809965902014457,Stable
46,2022.0,0.4073605555513728,-0.7633343392582579,-0.15317541579319707,Makurian (Oreteti),2,Overall Stable,1.3238703106028278,Stable
46,2023.0,-0.7292027618506869,0.27988433110436384,0.9110364794491701,Makurian (Oreteti),1,Overall Stable,1.920123572404221,Stable
46,2024.0,0.159134868609361,-0.589354892394918,0.1374658948933941,Makurian (Oreteti),1,Overall Stable,0.8859556558976731,Stable
46,2025.0,-0.176825101386556,-0.1920965219029745,0.3584878685088134,Makurian (Oreteti),1,Overall Stable,0.7274094917983439,Stable
49,2019.0,1.7960115402151287,-0.9401273135524595,-1.5119598228884148,Mpala,2,Overall Gain,4.248098676656003,High Risk Gain
49,2020.0,2.3904312513360733,-1.9329832976381989,-1.9164411463078272,Mpala,2,Overall Gain,6.239855695282099,High Risk Gain
49,2021.0,1.7270650694692793,-0.8904772138855179,-1.3896911544249113,Mpala,2,Overall Gain,4.007233437779709,High Risk Gain
49,2022.0,0.6715864642446027,-0.9537446876013373,-0.23462177433404058,Mpala,2,Overall Gain,1.8599529261799805,High Risk Gain
49,2023.0,0.1669818440909869,-0.3743324892297874,0.12869478094600423,Mpala,1,Overall Gain,0.6700091142667786,Moderate Risk Gain
49,2024.0,0.991622700612357,-1.4558634824548327,-0.5327431116845075,Mpala,2,Overall Gain,2.980229294751697,High Risk Gain
49,2025.0,0.5729918455099302,-0.8580365633810167,-0.184578179598743,Mpala,2,Overall Gain,1.61560658848969,High Risk Gain
47,2019.0,-0.5676201708978,1.9127172141716706,-0.6302420820513348,Motorogi,0,Overall Loss,3.1105794671208056,Severe Risk Loss
47,2020.0,-0.23495556086589192,1.491371934934401,-0.7541017548476889,Motorogi,0,Overall Loss,2.480429250647982,Severe Risk Loss
47,2021.0,-0.4220943954781024,1.7060033188599582,-0.6262431488015767,Motorogi,0,Overall Loss,2.754340863139637,Severe Risk Loss
47,2022.0,-0.7855824285992263,0.8329400352564763,0.45932421991639516,Motorogi,1,Overall Loss,2.0778466837720977,Severe Risk Loss
47,2023.0,-0.9447685162480619,1.0986018687469723,0.4953430973905269,Motorogi,1,Overall Loss,2.5387134823855613,Severe Risk Loss
47,2024.0,-0.6447035401072447,0.7118413604077175,0.42357684768217363,Motorogi,1,Overall Loss,1.7801217481971356,Severe Risk Loss
47,2025.0,-0.41795849737858964,0.4955887731791199,0.30957163214759886,Motorogi,1,Overall Loss,1.2231189027053084,Moderate Risk Loss
51,2019.0,1.7548125417106988,-1.31246165589551,-1.6210253559055992,Solio Ranch and Rhino Sanctuary,2,Overall Gain,4.688299553511808,High Risk Gain
51,2020.0,1.9804728547134465,-1.679530899406556,-1.6914448524447434,Solio Ranch and Rhino Sanctuary,2,Overall Gain,5.351448606564746,High Risk Gain
51,2021.0,1.718977213339908,-1.2889137591348727,-1.5524250622286737,Solio Ranch and Rhino Sanctuary,2,Overall Gain,4.560316034703455,High Risk Gain
51,2022.0,0.5667367872038303,-1.172321832182361,-0.24624181041352478,Solio Ranch and Rhino Sanctuary,2,Overall Gain,1.9853004297997159,High Risk Gain
51,2023.0,0.5475708200428824,-1.1274865009706134,-0.22943314355076852,Solio Ranch and Rhino Sanctuary,2,Overall Gain,1.9044904645642644,High Risk Gain
51,2024.0,0.48678388421808416,-1.0595947217656096,-0.13757619707823493,Solio Ranch and Rhino Sanctuary,2,Overall Gain,1.6839548030619287,High Risk Gain
51,2025.0,0.3859543554599613,-0.9639256556017971,-0.12631420624423134,Solio Ranch and Rhino Sanctuary,2,Overall Gain,1.4761942173059897,Moderate Risk Gain
5,2019.0,-0.5218797640533522,1.4509947499626166,-0.255910536304023,Biliqo-Bulesa Community Conservancy,0,Overall Loss,2.228785050319992,Severe Risk Loss
5,2020.0,-0.3698179017898011,1.269319956861787,-0.34736499822624994,Biliqo-Bulesa Community Conservancy,0,Overall Loss,1.986502856877838,Severe Risk Loss
5,2021.0,-0.607470782782342,1.6113525737402947,-0.16692331766365856,Biliqo-Bulesa Community Conservancy,0,Overall Loss,2.3857466741862954,Severe Risk Loss
5,2022.0,-0.8176913242886955,0.5847277192085867,0.5971470518544816,Biliqo-Bulesa Community Conservancy,1,Overall Loss,1.999566095351764,Severe Risk Loss
5,2023.0,-0.9698829683804594,0.8317756763756762,0.6847272820456028,Biliqo-Bulesa Community Conservancy,1,Overall Loss,2.4863859268017383,Severe Risk Loss
5,2024.0,-0.6315135877607245,0.4198082273619979,0.49955296003031296,Biliqo-Bulesa Community Conservancy,1,Overall Loss,1.5508747751530354,Severe Risk Loss
5,2025.0,-0.7559158544667122,0.6180242385159518,0.5231290862948494,Biliqo-Bulesa Community Conservancy,1,Overall Loss,1.8970691792775134,Severe Risk Loss
50,2019.0,0.5966178127412568,0.6169158585262497,-0.8159212657167475,Borana,0,Overall Gain,2.029454936984254,High Risk Gain
50,2020.0,2.1074666465783976,-1.3711826906892928,-1.7705284150807463,Borana,2,Overall Gain,5.249177752348436,High Risk Gain
50,2021.0,1.059551863846319,0.09396336335817608,-1.0667778457404735,Borana,2,Overall Gain,2.2202930729449686,High Risk Gain
50,2022.0,0.18052059575203747,-0.1827595773395843,0.07595437131612183,Borana,1,Overall Gain,0.43923454440774357,Moderate Risk Gain
